video_id,title,publishedAt,channelId,channelTitle,category,trending_date,tags,duration,view_count,likes,dislikes,comment_count,subscriber_count,engagement_rate,thumbnail_link,description,region_restriction
"4Od4_q5RBrw","Kunali Kha Chala Gaya Ye ? 😲","2024-10-22T02:30:04Z","UCjvgGbPPn-FgYeguc5nxG4A","Sourav Joshi Vlogs","People & Blogs","24.24.10","""sourav joshi|sourav joshi vlogs|family vlogs|daily vlogs|piyush joshi|piyush joshi vlogs|sourav joshi arts|vlogs|family vlog|KUNALI|KUNALI JOSHI|KUNALI JOSHI VLOGS|kunali|kunali vlogs|kunali vlog|kunali k toys|kunali ka dant tut gya|ipl|ipl match|ipl match vlog|new gaming pc|new gaming pc vlog|gaming pc|kunali ka gaming pc|gaming pc for kunali|Secret Room|WE BUILD A HIDDEN SECRET ROOM IN OUR HOUSE|SECRET ROOM IN OUR HOUSE""","PT10M10S","4482724","220004","0","6874","29200000","0.05061163703141215","https://i.ytimg.com/vi/4Od4_q5RBrw/default.jpg","Folllow  me on Instagram- https://www.instagram.com/souravjoshivlogs/?hl=en
 
I hope you enjoyed this video

hit likes.
And do subscribe to my channel

Thank you so much for watching

god bless you all.
lots of  ❤️

( For Collaboration - officialsouravjoshivlogs@gmail.com","None"
"k-doED3ObvQ","രണ്ടാം ഭാര്യയുമായി പിരിയാൻ കാരണം 😭😨വിവാഹ ശേഷം മനസ്സ് തുറന്ന് ബാല | Bala About Wedding | Bala Wedding","2024-10-23T03:42:16Z","UCf6-KxAa1Oz8y3m8usuCAmw","Ginger Media Premieres","People & Blogs","24.24.10","""[none]""","PT5M23S","351983","1557","0","574","1040000","0.006054269666432754","https://i.ytimg.com/vi/k-doED3ObvQ/default.jpg","Bala wedding | Bala Wedding Video | Bala Latest Interview | Actor Bala wedding Video | Actor Bala  wedding news | Bala wedding Full Video | Actor Bala Third Wedding | Bala New Wedding | Bala Wedding | Actor Bala Marriage | Bala Wedding Video | Bala New Wedding | Bala Marriage Video | Bala & Wife | Actor Bala Marriage","None"
"K6u5KyZIFM8","Living 24 Hours In Water...लेकिन पानी में साँप है 😰 | Challenge Accepted","2024-10-23T12:45:01Z","UCSiDGb0MnHFGjs4E2WKvShw","MR. INDIAN HACKER","Science & Technology","24.24.10","""[none]""","PT19M40S","1164273","115228","0","8773","42600000","0.10650508944208102","https://i.ytimg.com/vi/K6u5KyZIFM8/default.jpg","","None"
"nlM5nTnMVQE","Patharamattu Promo || 23-10-2024 || Episode 442 || Asianet","2024-10-23T02:00:37Z","UCp_r6Z-Oh0YTf-ym71z5Nqg","Asianet","Entertainment","24.24.10","""Abhinand|Adarsh|Anagha|Anantha Moorthy|Anirudh|Asianet|Athulya|Avanthika|Kanakadurga|Malayalam Serial|Malayalam Serials|Nanditha|Navya|Nayana|New Serial|Patharamattu|Sneha""","PT1M","449120","5157","0","109","11400000","0.011725151407196295","https://i.ytimg.com/vi/nlM5nTnMVQE/default.jpg","Patharamattu Promo || 23-10-2024 || Episode 442 || Asianet

A covetous mother sets out to get her three daughters married to wealthy grooms. Will destiny play its part and help the girls find their soulmates?

#Patharamattu #PrimeTimeSerial #AsianetSerials #Asianet","None"
"rnfv69SoZNI","Yeh Rishta Kya Kehlata Hai NEW PROMO: 24th October 2024 |","2024-10-23T03:23:58Z","UC2tRhjkebu5aSo0IYcTtX2Q","pressnews tv","Entertainment","24.24.10","""yrkkh new twist|yeh rishta kya kehlata hai|yrkkh update|yeh rishta kya kehlata hai latest update|Yeh Rishta Kya Kehlata Hai Today Full Episode|Yeh Rishta Kya Kehlata Hai Today Episode|Yeh Rishta Kya Kehlata Hai 24th October 2024 full episode|Yeh Rishta Kya Kehlata Hai full episode|yeh rishta kya kehlata hai new episode|akshara|abhimanyu|pranali rathod|harshad rathod|yeh rishta kya kehlata hai leap promo""","PT1M","661800","6064","0","12","4590000","0.009181021456633425","https://i.ytimg.com/vi/rnfv69SoZNI/default.jpg","Yeh Rishta Kya Kehlata Hai 24th October 2024 Full Episode Today Promo: Doctor Ka Phuta Armaan Par Gussa, Abhira Ka Hua Bura Haal | Star Plus #samridhiishukla #rohitpurohit #yehrishtakyakehlatahai #yehrishtakyakehlatahai #pressnewstv - first hand account of news videos in Hindi, Telly Updates, Bollywood News 2024, Celebrity News, Trending Stories, Social Media Buzz, Exclusive Interview & more.  
Follow #PNTV & Stay Updated!  
►Subscribe us on YouTube at https://www.youtube.com/@pressnewstv
►Follow on Facebook @ https://www.facebook.com/pressnewstv
►Follow on Instagram @ https://www.instagram.com/pressnewstv
►Follow On Twitter  @ https://twitter.com/pressnewstvccount of news videos in Hindi, Telly Updates, Bollywood News 2024, Celebrity News, Trending Stories, Social Media Buzz, Exclusive Interview & more.","None"
"YNjK_OQXO-s","NEW! Taarak Mehta Ka Ooltah Chashmah | Ep 4222 | 22 Oct 2024 | Teaser","2024-10-22T15:30:10Z","UC6-F5tO8uklgE9Zy8IvbdFw","Sony SAB","Entertainment","24.24.10","""Nitish Bhaluni|तारक मेहता|Ooltah Chashmah|sab tv channel|taarak mehta latest episodes|taarak mehta ka ooltah chashmah|hindi comedy show|sab tv funny show|taarak new episode|ulta chashma|tarak mehta ka ultah chashma|taarak mehta episode|tmkoc todays episode|taark mehta new episodes|tmkoc teaser today|tmkoc new taarak mehta|dilip joshi|dilip joshi jethalal|tmkoc funny episode|tmkoc|tmkoc episode 4222|taarak mehta ka ooltah chashma teaser episode 4222""","PT10M58S","1549716","23789","0","504","96500000","0.015675775432401808","https://i.ytimg.com/vi/YNjK_OQXO-s/default.jpg","Click here to subscribe to SAB: https://www.youtube.com/channel/UC6-F5tO8uklgE9Zy8IvbdFw?sub_confirmation=1

Episode 4222: Boss Se Chutkara
--------------------------------------------------------
Taarak is thrilled to enjoy some time off from the office because his boss is away. However, all the other employees are asking for the same benefit. Will he allow it?

Show Name – Taarak Mehta Ka Ooltah Chashmah
Star Cast –  Dilip Joshi, Disha Vakani, Amit Bhatt, Nitish Bhaluni
Episodes No - Ep 4222 | 22 Oct 2024
Produced By - Asit Kumar Modi

#TaarakMehtaKaOoltahChashmah #तारकमेहताकाउल्टाचश्मा #sab #Latest #New #TaarakMehtaKaOoltahChashmah2024 #tmkocfunnyepisodes #hindicomedy #comedyvideo #16yearsoftmkoc  #4000episodes

About the show: 
----------------------------------------------------------------------
Taarak Mehta Ka Ooltah Chashmah is a SAB Comedy Show inspired by the famous humorous column, Duniya Ne Undha Chashmah written by the eminent Gujarati writer, Mr. Tarak Mehta. This show revolves around the Gada family which consists of businessman, Jethalal Champaklal Gada, Jethalal's wife, Daya & their naughty son, Tipendra Gada living in Gokuldham Co-operative Society, and covers topical issues that are socially relevant. This hilarious show will surely tickle your funny bone.

Click here to watch the episode of Taarak Mehta Ka Ooltah Chashmah :
https://www.sonyliv.com/shows/taarak-mehta-ka-ooltah-chashmah-1000294887

NEW! Taarak Mehta Ka Ooltah Chashmah | Ep 4222 | 22 Oct 2024 | Teaser","['IN']"
"s6-mAmtUnPw","Fakkar is GOD or NOT (Official Trailer) Singga | New Punjabi Movie Trailer 2024","2024-10-22T11:30:54Z","UCQ8mTbckLOxjjoYbZ3N1O7g","Singga","Music","24.24.10","""Fakkar Trailer|Fakkar Singga|Fakkar New|Fakkar Movie|fakkar movie trailer|fakkar 2024|fakkar singga movie|fakkar is god or not|fakkar new|fakkar latest""","PT4M51S","115556","8415","0","605","1240000","0.07805739208695352","https://i.ytimg.com/vi/s6-mAmtUnPw/default.jpg","Boss Boy Presents

Trailer : Fakkar
Starcast : Singga
Writer, Director & Concept by : Singga
DOP : Shoeb Siddiqui 
For News DOP :  Gaags
Vocal Dubbing : Baljinder & Judge
Support Cast : News Gary Waraich
Anchor : Sumandeep Waraich, Pandit Satish Sharma
Assistant Director : Jassi Maan
Production : Boss Boy
Edit By : Nikhil Soni
Background Music : Crew 47
Poster : Plan Production
Camera Team : Vivek Choudhary
Costume Designer : Sagar
Art Director : Pardeep
Production Assistant : Shyam Choudhary and Vishal Sharma
CC by : Arshpreet
Label : Singga Music

Promotions -  Badnaam Digital (7837673477)
(https://instagram.com/bdnetwork.in?igshid=NWRhNmQxMjQ=)
Social Accounts : 
------------------------------
Intsgram-  https://instagram.com/singga_official
 
Snapchat- https://www.snapchat.com/add/singga1 

Facebook- http://www.facebook.com/singgaofficial","None"
"JXgWmuiOLbo","Sorgavaasal - Teaser | RJ Balaji | Selvaraghavan | Sidharth Vishwanath | Swipe Right Studio","2024-10-21T12:30:03Z","UCLbdVvreihwZRL6kwuEUYsA","Think Music India","Film & Animation","24.24.10","""sorgavaasal|rj balaji|sorgavaasal teaser|rj balaji sorgavaasal teaser|selvaraghavan|natty nataraj|siddharth vishwanath|sorgavaasal tamil movie teaser|sorgavaasal movie|sorgavaasal movie teaser tamil|rj balaji new movie teaser|rj balaji sorgavaasal tamil movie teaser|sorgavaasal rj balaji movie teaser tamil|rj balaji new teaser|rj balaji tamil movies|rj balaji sorgavaasal movie|rj balaji sorgavaasal tamil movie|rj balaji sorgavaasal movie tamil|tamil movies 2024""","PT1M43S","4087068","60904","0","998","18400000","0.015145820916118841","https://i.ytimg.com/vi/JXgWmuiOLbo/default.jpg","#Sorgavaasal #RJBalaji #Selvaraghavan #SidharthVishwanath #ChristoXavier #SorgavaasalTeaser

Presenting the official teaser of the movie ""Sorgavaasal"", Starring RJ Balaji and Selvaraghavan among others.

Produced by Swipe Right Studios
Written & Directed by Sidharth Vishwanath

Starring: RJ Balaji, Selvaraghavan, Natty, Karunaas, Saniya Iyappan, Sharaf-U-Dheen, Hakkim Shah, Balaji Sakthivel, Anthonythasan, Ravi Raghavendra, Samuel Robinson

Writers : Tamizh Prabha, Ashwin Ravichandran, Sidharth Vishwanath
DOP : Prince Anderson
Editor : Selva RK
Music Director : Christo Xavier
Art Director : S Jeyachandran
Stunt Director : Dinesh Subbarayan
Costume Designer : Shruthi Manjari
Chief Costumer : Anantha Nagu
Make-up : Sabari Girison
Sound Design : Suren G and S Azhagiyakoothan
Audiography : Vinay Sridhar, Assisted by Vignesh Guru
VFX : Lorven Studios  
DI : Pixel Light Studio
Colourist : Ranga
Casting Director : Varsha Varadarajan
Publicity Designer : Kabilan Chelliah
PRO: Nikil Murukan
Promotions : AKD
Audit : Finaangi Consulting
Legal : DS Legal
Executive Producer : Vikrem Vybav R S  
Production Controller : PS Rajendran
Production Consultant : AK Anirudh
Creative Consultant : Krishna Marimuthu
Co-Directors : Ranjini Ramesh, Karan, Thalabathi SS
Associate Directors : Ashwin Ravichandran, Arun Srinivasan, Jayasuriya S, Mohammed Maqdoom Y A
Associate Cinematographers : RJ Raghul, Vicky Anand 
Assistant Directors : Ma.Rishi Kumar, Balakrishna Yadhav, Surya Kannan, Jinu
Assistant Cinematographers : Rithesh Rohan Ravichandran, Chiranjivi Aadhimulam Muttu, Mohideen Basith Buhari, Ritika Pallavi Singh

Audio Label : Think Music

© 2024 SPI Music Pvt. Ltd.

For All Latest Updates:
Website: https://thinkmusic.in/
Subscribe to us on: http://www.youtube.com/thinkmusicindia
Follow us on: https://twitter.com/thinkmusicindia
Like us on: https://www.facebook.com/Thinkmusicofficial
Follow us on: https://www.instagram.com/thinkmusicofficial","None"
"Pxno4m4v-W8","Sobhan Babu, Jayasudha, Ambika Family Drama Full HD Part 10 | Rao Gopal Rao | Allu Ramalingaiah","2024-10-21T12:30:19Z","UChqvA7JrBL8TSEwNtK8XU-Q","Telugu Movie Center","Entertainment","24.24.10","""rajkumar movie songs|rajkumar movie south|rajkumar movie scenes|rajkumar movie old|rajkumar movie sobhan babu|rajkumar movie video songs|rajkumar movie comedy scenes|rajkumar movie parts|rajkumar movie clips|rajkumar movie|sobhan babu jayasudha movies|sobhan babu jayasudha film|sobhan babu movies|sobhan babu telugu movies|sobhan babu hit movies|telugu movie scenes|telugu movies|movie clips|movie scenes|family drama|telugu superhit movies""","PT12M42S","94440","329","0","5","821000","0.003536637018212622","https://i.ytimg.com/vi/Pxno4m4v-W8/default.jpg","Subscribe For More Telugu Video Songs: https://goo.gl/69Sf19
Subscribe For More Telugu Poems : https://goo.gl/MIA0A0
Subscribe For More Telugu Movies: http://goo.gl/V65dIk
Subscribe For More Tamil Movies: http://goo.gl/JpllP2
Subscribe For More Latest Movie Trailers: http://goo.gl/9vtXj4
Like us on Facebook: https://www.facebook.com/rosetelugumovie1
Like us on Facebook: https://www.facebook.com/rosetelugumovie


మరిన్ని తెలుగు సినిమా పాటల కొరకు : https://goo.gl/69Sf19
మరిన్ని తెలుగు పద్యాల కొరకు : https://goo.gl/MIA0A0
మరిన్ని తెలుగు సినిమాల కొరకు : http://goo.gl/V65dIk
మరిన్ని తమిళ్ సినిమాల కొరకు : http://goo.gl/JpllP2
మరిన్ని సరికొత్త తెలుగు సినిమా ట్రైలర్ ల కొరకు : http://goo.gl/9vtXj4
పేస్ బుక్ లో లైక్ చేయండి : https://www.facebook.com/rosetelugumovie","None"
"uF3g4OI3JPg","Day 2 I reached the most bombed city in the entire world #minivlog #vietnam #foreigntour","2024-10-22T04:57:42Z","UC19x8yVdc96ogGHQyb4gfwg","wittySpace","People & Blogs","24.24.10","""[none]""","PT1M19S","66674","6140","0","33","2560000","0.09258481567027627","https://i.ytimg.com/vi/uF3g4OI3JPg/default.jpg","To support this channel you can become a member here- 
  https://www.youtube.com/channel/UC19x8yVdc96ogGHQyb4gfwg/join
this helps us to put out better content 

list of gears I use in my videos - https://www.amazon.in/shop/wittyspace","None"
"E7FETfayQVE","കുഞ്ഞന്റെ engagement video|UPPUMMULAKUMLITE","2024-10-21T09:50:12Z","UCz5OR1qz402ZdnH8wsjKHFQ","UPPUM MULAKUM LITE","Entertainment","24.24.10","""[none]""","PT42M47S","325354","5884","0","152","288000","0.01855210017396436","https://i.ytimg.com/vi/E7FETfayQVE/default.jpg","","None"
"i7HJkOMCPo8","Thozha - Back to Back comedy scene | Karthi | Nagarjuna | Vivek | Tammanah | Adithya TV","2024-10-19T12:02:58Z","UCx2NCyudktBrTSdgvlY3weg","Adithya TV","Comedy","24.24.10","""Santhanam|Azhagu Raja|Azhagu Raja comedy|Azhagu Raja comedy scene|Azhagu Raja full movie|Santhanam comedy|Santhanam comedy scene|Santhanam best comedy|Santhanan hit comedy|karthi movie|actor karthi|karthi santhanam comedy|azhagu raja full movie download|comedy scene|kajal agarwal|sokka thangam comedy|Thozha|thozha movie comedy|thozha movie|Karthi|vivek comedy""","PT10M21S","798556","5985","0","40","1320000","0.007544868487620154","https://i.ytimg.com/vi/i7HJkOMCPo8/default.jpg","The story revolves around Vikramadhitya (Nagarjuna) a quadriplegic billionaire, and Seenu, (Karthi) his ex-convict caretaker. Circumstances in their life teach them the value of relationships over money. 

Thozha is a 2016 movie . It was released in both Telugu and Tamil languages. Its name in Telugu is Oppri . The film is a remake of the French film The Intouchables . The film stars Karthik Sivakumar , Nagarsuna , Tamannaah , Prakasu Rasu , Vivek , Anushka , Seyashuda , Sireyya . The film is directed by Vamsi Baidipalli and produced by Prasad V Potluri.

#Thozha  #Karthi #vivek #Tamannaah  #ComedyScene #SanthanamComedyScene #SanthanamComedy #adithyatv #ThozhaComedyScene #VivekBestComedy #backtobackvivekcomedy 

Don't forget to SUBSCRIBE to Sun TV YouTube channel - http://bit.ly/2LlCQnT

🔔Click the BELL ICON to get alerts for every release🔔

For Tamil Serials from Sun TV - http://bit.ly/2LlCQnT
For Malayalam Serials from Surya TV - http://bit.ly/2LWpluw 
For Telugu Serials from Gemini TV - http://bit.ly/2SkUadj
For Kannada Serials from Udaya TV - http://bit.ly/2XSQXD1

--------------------------------------------------
Follow Us for More Latest Updates:

Facebook: https://www.facebook.com/AdithyaTV/
Twitter: https://twitter.com/adithyatv
Instagram: https://www.instagram.com/adithyatv
--------------------------------------------------

#AdithyaTVShow #AdithyaTV #AdithyaTVYoutube #AdithyaTVvideos #AdithyaTVSerials #AdithyaTVComedy #TamilComedyClips #TamilVideos #TamilMovieVideos #TamilComedyMovies","None"
"BsX8Ct3JAbE","Mangal Lakshmi PROMO: Ishana Ka Papa Bann Gaya Hero Se Zero; Adit Ka Sach Jaan Kar Toot Gayi Ishana","2024-10-21T16:02:24Z","UCzkfrrjY9wqwC4EoKqRlgMQ","GlitzVision USA","Entertainment","24.24.10","""[none]""","PT1M10S","608388","5212","0","49","2010000","0.008647442092874942","https://i.ytimg.com/vi/BsX8Ct3JAbE/default.jpg","","None"
"JdqjmEzFZgw","Match Highlights | MSC vs KBFC | #ISL | Malayalam | JioCinema & Sports18","2024-10-21T08:08:26Z","UC8BwRPVvR0GPBa6h-F1H4XA","JioCinema Sports","Sports","24.24.10","""Sports18|Sports18 Khel|ISL|Football|Mumbai City FC|ISL 2024-25|Indian Super League|Indian football|Football India|Highlights|Hero of the Match|Indian football moments|Indian football goals|Kerala Blasters|Bengaluru FC|Chennaiyin FC|Hyderabad FC|Jamshedpur FC|NorthEast United FC|East Bengal FC|FC Goa|Odisha FC|isl goals|goals|isl highlights 2022|isl highlights|isl live|sunil chhetri|Mohun Bagan|Punjab FC|Sunil Chhetri|Player of the match""","PT7M55S","143360","7031","0","95","933000","0.04970703125","https://i.ytimg.com/vi/JdqjmEzFZgw/default.jpg","In the #MSCKBFC showdown, Mohammedan SC started strong, taking an early lead courtesy of a penalty in the first half of the game. However, #KeralaBlastersFC came out firing in the second half to  flip the game on its head. #KBFC  netted two crucial goals in quick succession that turned the tide in their favour. Despite #MSC's early advantage, #KBFC’s second-half comeback saw them seal a 2-1 victory.

#ISLonJioCinema #ISLonSports18 #JioCinemaSports #LetsFootball

Also follow us on:
JioCinema App: https://www.jiocinema.com/sports
Instagram: https://bit.ly/Sports18_Instagram
Twitter: https://bit.ly/Sports18_Twitter
Facebook: https://bit.ly/Sports18_Facebook
WhatsApp Channel - https://whatsapp.com/channel/0029VaIGMoTLSmbUpxVrh63P","['BD', 'IN', 'LK', 'PK']"
"GmCJhrc3wu4","Sisters | Sainma Creations | South Indian Logic","2024-10-20T09:36:46Z","UCty-cIPbDRvR1csg2VMvNQQ","Sainma Creations","Entertainment","24.24.10","""telugu shortfilms|shortfilms telugu|latest telugu shortfilms|new telugu shortfilms|trending telugu shortfilms|telugu webseries|webseries telugu|latest telugu webseries|teluguwebseries 2024|telugu shortfilms 2024|2024 telugu shortfilms|shortfilms new telugu|webseries telugu latest|telugu webseries new|shortfilms new 2024|webseries telugu new|new telugu webseries latest|telugu webseries latest 2024|telugu webseries trending|trending telugu webseries""","PT26M36S","587856","22939","0","302","660000","0.039535192291989874","https://i.ytimg.com/vi/GmCJhrc3wu4/default.jpg","Order Adivasi Hakki Pikki Neelambari Herbal Hair Oil in Online click this link 👉🏻 https://Adivasiayurvedahairoil.in

Order on WhatsApp or Call to +91 8971079441 , 7338301261 ,  7338301260

For Collaborations, Brand Partnerships and movie promotions reach us at 
brandsforsouthindianlogic@gmail.com 

Cast: Chandana Payaavula , Jeevan Priya Reddy 

Written By
Chandana Valli 

Directed By 
Akash Surathu  

Produced By 
Upendar Reddy Yekkati 

Dop:
Chandu Krrish

Editing:
Gurram Sai Kumar

Music:
Akshay

Associate Dop:
Srihari Nayak

Assistant Director:
Jaswanth Varma

Line Producer: 
Mahendar Kami

Creative Head: 
Pavan 

Publicity Designer : 
Shyam Veeravalli

A @SouthIndianLogic original show.

Follow Production IG Handle: https://www.instagram.com/southindianlogic/

Dear Girls & Boys, Click the bell icon 🔔 near the Subscribe button on your Mobile app or on YouTube page to get instant notification for all the upcoming episodes of Sainma Creations !!

#southindianlogic  #SainmaCreations  #teluguwebseries #telugushortfilms","None"
"U7tRMt8Q3Lk","THE CHRONICLES OF LEO | Thalapathy Vijay | Lokesh Kanagaraj | Anirudh Ravichander","2024-10-19T06:30:20Z","UCn4rEMqKtwBQ6-oEwbd4PcA","Sony Music South","Music","24.24.10","""Sony Music South|Sony Music|Latest Song|Tamil song|Tamil Latest Song|Latest songs in Tamil4|Songs in Tamil|Latest Tamil Movies|Tamil Movie Songs|Latest Video Songs Tamil|latest Tamil Love Songs|Latest Tamil Hit Songs|Songs in Telugu4|Telugu Movie Songs|Video Songs Telugu|new Telugu Songs""","PT7M55S","4265331","391387","0","11287","18200000","0.09440627233853598","https://i.ytimg.com/vi/U7tRMt8Q3Lk/default.jpg","Presenting ""THE CHRONICLES OF LEO"" from Thalapathy’s #Leo 

A Special 1 year Anniversary Video from our Production House to The #Leo Team

Video Credits: 
Content Coordinated by : Arun k 
Content Curated by : The Loop 
Edit by : B. Hari Babu 

Movie Credits:
Movie: Leo
Starring - Thalapathy Vijay, Sanjay Dutt, Trisha, Arjun, Gautham Vasudev Menon, Mysskin, Mansoor Ali Khan, Priya Anand

Written & Directed by Lokesh Kanagaraj
Music : Anirudh Ravichander
Producer: Lalit Kumar
Co Producer : Jagadish Palanisamy
Banner : Seven Screen Studio
Director of Photography : Manoj Paramahamsa
Action : Anbariv 
Editor : Philomin Raj 
Art Direction : N. Sathees Kumar 
Choreography : Dinesh
Costume designers - Pallavi Singh, Eka Lakhani, Praveen Raja
Dialogue Writer : Lokesh Kanagaraj, Rathna Kumar, Deeraj Vaidy
PRO :  Riaz K Ahmed  
Publicity Designer : Gopi Prasannaa
Sound Designer : SYNC Cinema 
Sound Mixing : Kannan Ganapat 
Production Controller : KTS Swaminathan
Executive Producer : Ramkumar Balasubramanian
Associate Director : Santhosh Krishnan, Sathya, Immanuel Prakash, Rohith Surya
DI ; IGENE
Colorist ; Glen Castinho
Asst Colorist ;Siva Sankar

Music Label - Sony Music Entertainment India Pvt. Ltd.

© 2024 Sony Music Entertainment India Pvt. Ltd.

Subscribe Now: http://bit.ly/SonyMusicSouthVevo
Subscribe Now: http://bit.ly/SonyMusicSouthYT
Follow us: https://www.instagram.com/sonymusic_south/
Follow us: Twitter: https://twitter.com/SonyMusicSouth
Like us: Facebook: https://www.facebook.com/SonyMusicSouth
Join our WhatsApp broadcast channel https://whatsapp.com/channel/0029VaAThD53GJOwZNFUJZ3B
Join Our Instagram broadcast channel https://ig.me/j/Abal-auA3Y5L6OtV/","None"
"Z8gqLXjquLE","#Video | Eka Karelu | #Khesari Lal Yadav, #Shilpi Raj | Nikita Bhardwaj | New Bhojpuri Song 2024","2024-10-19T05:30:17Z","UCJfeUWkrU4JwIJfP-usd-_w","Khesari Music World","Music","24.24.10","""Bhojpuri Hit Song|Khesari Lal Yadav|Bhojpuri Hit Song 2024|khesari lal yadav|khesari lal yadav ka new song 2024|khesari lal new song|khesari lal yadav shilpi raj song|khesari lal yadav hits|shilpi raj hits|eka karelu song|eka karelu bhojpuri song|eka karelu khesari lal yadav|eka karelu shilpi raj|eka karelu nikita bhardwaj|eka karelu|khesari lal yadav song|khesari lal yadav ka new gana|khesari lal ka gana|#khesari lal song|shilpi raj|khesari music world""","PT2M57S","4703148","232758","0","42146","10000000","0.058451062990150425","https://i.ytimg.com/vi/Z8gqLXjquLE/default.jpg","Subscribe Now:-  https://goo.gl/j2d2Th


If you like Bhojpuri song, Bhojpuri full film and bhojpuri movie songs, Subscribe Now:- https://goo.gl/j2d2Th

Visit our website to download our songs and videos: http://www.khesarientertainment.in

Like Us On Facebook - https://www.facebook.com/khesarimusicworld/

Album :-  ईका करेलु 
Song :- Eka Karelu
Singer :- Khesari Lal yadav & Shilpi raj
Feat :- Nikita Bhardwaj
Lyrics :-  Vishal Bharti
Music :- Arya Sharma
Video by :- Krishna Amrit films Pvt Ltd 
Director & choreographer - Lakkie Vishwakarma 
DOP :- Sarfaraz Khan
Assistant :- Suresh , Shani , Abhyas 
Makeup :- Manisha team 
Editor :- Rishu Singh 
DI :- Rohit Singh 
Production :- Jay Tiwari & Aakash Vishwakarma 
Camera :- Suraj Vishwakarma
Digital Managed By :- Global Music Junction Pvt. Ltd.
Company/Label - Khesari Music World","None"
